"Module","ModuleFamily","Entity","FeatureAction","ActionKind","HttpMethod","RouteExpression","PermissionExpression","PermissionReference","EndpointFile","Line"
"Employee","HR employees","Positions","UpdatePosition","Workflow","PUT","$""{Utils.URL_PATTERN}/{Utils.Position_Endpoint}"", async (UpdatePositionRequest request, ISender sender) =>","PermissionList.PositionPermissions.Edit","PositionPermissions.Edit","src/Modules/Employee/EmployeeModule/Employees/Features/Positions/UpdatePosition/UpdatePositionEndpoint.cs","12"
"Employee","HR employees","Specializations","CreateSpecialization","Workflow","POST","$""{Utils.URL_PATTERN}/{Utils.Specialization_Endpoint}"", async (CreateSpecializationRequest request, ISender sender) =>","PermissionList.SpecializationPermissions.Create","SpecializationPermissions.Create","src/Modules/Employee/EmployeeModule/Employees/Features/Specializations/CreateSpecialization/CreateSpecializationEndpoint.cs","12"
"Employee","HR employees","Specializations","DeleteSpecialization","Workflow","DELETE","$""{Utils.URL_PATTERN}/{Utils.Specialization_Endpoint}"" + ""/{id}"", async ([FromRoute]Guid id, ISender sender) =>","PermissionList.SpecializationPermissions.Delete","SpecializationPermissions.Delete","src/Modules/Employee/EmployeeModule/Employees/Features/Specializations/DeleteSpecialization/DeleteSpecializationEndpoint.cs","11"
"Employee","HR employees","Specializations","GetSpecializationById","Workflow","GET","$""{Utils.URL_PATTERN}/{Utils.Specialization_Endpoint}"" + ""/{id}"", async (Guid id, ISender sender) =>","PermissionList.SpecializationPermissions.View","SpecializationPermissions.View","src/Modules/Employee/EmployeeModule/Employees/Features/Specializations/GetSpecializationById/GetSpecializationByIdEndpoint.cs","10"
"Employee","HR employees","Specializations","GetSpecializationsByCompany","View/List","GET","$""{Utils.URL_PATTERN}/{Utils.Specialization_Endpoint}/company"" + ""/{companyId}"",","PermissionList.SpecializationPermissions.View","SpecializationPermissions.View","src/Modules/Employee/EmployeeModule/Employees/Features/Specializations/GetSpecializationsByCompany/GetSpecializationsByCompanyEndpoint.cs","12"
"Employee","HR employees","Specializations","UpdateSpecialization","Workflow","PUT","$""{Utils.URL_PATTERN}/{Utils.Specialization_Endpoint}"", async (UpdateSpecializationRequest request, ISender sender) =>","PermissionList.SpecializationPermissions.Edit","SpecializationPermissions.Edit","src/Modules/Employee/EmployeeModule/Employees/Features/Specializations/UpdateSpecialization/UpdateSpecializationEndpoint.cs","12"
"GeneralSettings","General settings","CompanySettings","GetCompanySetting","Workflow","GET","""/api/v1/Settings/company/{companyId}/setting"", async ([FromRoute] Guid companyId, [FromServices] ISender sender) =>","PermissionList.SystemSettingsPermissions.View","SystemSettingsPermissions.View","src/Modules/GeneralSettings/GeneralSettings/GeneralSettings/Features/CompanySettings/GetCompanySetting/GetCompanySettingEndpoint.cs","18"
"GeneralSettings","General settings","CompanySettings","UpdateCompanySetting","Edit","PUT","""/api/v1/Settings/company/{companyId}/setting"",","PermissionList.SystemSettingsPermissions.Edit","SystemSettingsPermissions.Edit","src/Modules/GeneralSettings/GeneralSettings/GeneralSettings/Features/CompanySettings/UpdateCompanySetting/UpdateCompanySettingEndpoint.cs","20"
"GeneralSettings","General settings","Currencies","CreateCurrency","Workflow","POST","""/api/v1/Settings/company/{companyId}/currencies"",","PermissionList.SystemSettingsPermissions.Edit","SystemSettingsPermissions.Edit","src/Modules/GeneralSettings/GeneralSettings/GeneralSettings/Features/Currencies/CreateCurrency/CreateCurrencyEndpoint.cs","21"
"GeneralSettings","General settings","Currencies","DeleteCurrency","Delete","DELETE","""/api/v1/Settings/company/{companyId}/currencies/{currencyId}"",","PermissionList.SystemSettingsPermissions.Edit","SystemSettingsPermissions.Edit","src/Modules/GeneralSettings/GeneralSettings/GeneralSettings/Features/Currencies/DeleteCurrency/DeleteCurrencyEndpoint.cs","18"
"GeneralSettings","General settings","Currencies","GetCurrencies","Workflow","GET","""/api/v1/Settings/company/{companyId}"", async ([FromRoute] Guid companyId, [AsParameters] PaginationRequest request, [FromServices] ISender sender) =>","PermissionList.SystemSettingsPermissions.View","SystemSettingsPermissions.View","src/Modules/GeneralSettings/GeneralSettings/GeneralSettings/Features/Currencies/GetCurrencies/GetCurrenciesEndpoint.cs","19"
"GeneralSettings","General settings","Currencies","UpdateCurrency","Edit","PUT","""/api/v1/Settings/company/{companyId}/currencies/{currencyId}"",","PermissionList.SystemSettingsPermissions.Edit","SystemSettingsPermissions.Edit","src/Modules/GeneralSettings/GeneralSettings/GeneralSettings/Features/Currencies/UpdateCurrency/UpdateCurrencyEndpoint.cs","20"
"Inventory","Inventory","Batches","CreateBatch","Workflow","POST","""/api/v1/inventory/batches"", async (CreateBatchRequest request, ISender sender) =>","PermissionList.BatchPermissions.Create","BatchPermissions.Create","src/Modules/Inventory/Inventory/Warehouses/Features/Batches/CreateBatch/CreateBatchEndPoint.cs","9"
"Inventory","Inventory","Batches","GetBatchById","Workflow","GET","""/api/v1/inventory/batches/{id:guid}"", async (Guid id, [FromServices] ISender sender) =>","PermissionList.BatchPermissions.View","BatchPermissions.View","src/Modules/Inventory/Inventory/Warehouses/Features/Batches/GetBatchById/GetBatchByIdEndPoint.cs","8"
"Inventory","Inventory","Batches","GetBatches","Workflow","GET","""/api/v1/inventory/batches/company/{companyId}"", async ([FromRoute]Guid companyId,[AsParameters] PaginationRequest request, [FromServices] ISender sender) =>","PermissionList.BatchPermissions.View","BatchPermissions.View","src/Modules/Inventory/Inventory/Warehouses/Features/Batches/GetBatches/GetBatchesEndPoint.cs","9"
"Inventory","Inventory","Batches","GetBatchesByProduct","Workflow","GET","""/api/v1/inventory/batches/productId/{productId}"", async ([FromRoute] Guid productId, [AsParameters] PaginationRequest request, [FromServices] ISender sender) =>","PermissionList.BatchPermissions.View","BatchPermissions.View","src/Modules/Inventory/Inventory/Warehouses/Features/Batches/GetBatchesByProduct/GetBatchesByProductEndPoint.cs","9"
"Inventory","Inventory","Batches","GetBatchesByProductSKU","Workflow","GET","""/api/v1/inventory/batches/productSkuId/{productSkuId}"", async ([FromRoute] Guid productSkuId, [AsParameters] PaginationRequest request, [FromServices] ISender sender) =>","PermissionList.BatchPermissions.View","BatchPermissions.View","src/Modules/Inventory/Inventory/Warehouses/Features/Batches/GetBatchesByProductSKU/GetBatchesByProductSKUEndpoint.cs","10"
"Inventory","Inventory","Batches","RemoveBatch","Workflow","DELETE","""/api/v1/inventory/batches/{id:guid}"", async (Guid id, ISender sender) =>","PermissionList.BatchPermissions.Delete","BatchPermissions.Delete","src/Modules/Inventory/Inventory/Warehouses/Features/Batches/RemoveBatch/RemoveBatchEndPoint.cs","8"
"Inventory","Inventory","Batches","UpdateBatch","Workflow","PUT","""/api/v1/inventory/batches"", async (UpdateBatchRequest request, ISender sender) =>","PermissionList.BatchPermissions.Edit","BatchPermissions.Edit","src/Modules/Inventory/Inventory/Warehouses/Features/Batches/UpdateBatch/UpdateBatchEndPoint.cs","11"
"Inventory","Inventory","Inventories","CreateBatch","Workflow","POST","""/api/v1/inventory/inventories/batches"", async (CreateBatchRequest request, ISender sender) =>","PermissionList.InventoryPermissions.Create","InventoryPermissions.Create","src/Modules/Inventory/Inventory/Warehouses/Features/Inventories/zOld/CreateBatch/CreateBatchEndPoint.cs","9"
"Inventory","Inventory","Inventories","CreateInventory","Workflow","POST","""/api/inventory/inventories"", async (CreateInventoryRequest request, ISender sender) =>","","","src/Modules/Inventory/Inventory/Warehouses/Features/Inventories/zOld/CreateInventory/CreateInventoryEndPoint.cs","9"
"Inventory","Inventory","Inventories","GetByWarehouseAndSku","View/List","GET","""/api/v1/Inventory/inventories/warehouse/{warehouseId}/sku/{skuId}"",","PermissionList.InventoryPermissions.View, PermissionList.InventoryItemPermissions.View","InventoryPermissions.View","src/Modules/Inventory/Inventory/Warehouses/Features/Inventories/InventoryQueries/GetByWarehouseAndSku/GetByWarehouseAndSkuEndpoint.cs","8"
"Inventory","Inventory","Inventories","GetInventories","Workflow","GET","""/api/v1/inventory/inventories"", async ([AsParameters] PaginationRequest request, [FromServices] ISender sender) =>","PermissionList.InventoryPermissions.View","InventoryPermissions.View","src/Modules/Inventory/Inventory/Warehouses/Features/Inventories/InventoryQueries/GetInventories/GetInventoriesEndPoint.cs","8"
"Inventory","Inventory","Inventories","GetInventoriesByBatch","View/List","GET","""/api/v1/inventory/inventories/batch/{batchId}"",","PermissionList.InventoryPermissions.View, PermissionList.InventoryItemPermissions.View,PermissionList.BatchPermissions.View","InventoryPermissions.View","src/Modules/Inventory/Inventory/Warehouses/Features/Inventories/InventoryQueries/GetInventoriesByBatch/GetInventoriesByBatchEndpoint.cs","9"
"Inventory","Inventory","Inventories","GetInventoriesByCompany","Workflow","GET","""/api/v1/inventory/inventories/company/{companyId}"", async ([FromRoute]Guid companyId,[AsParameters] PaginationRequest request, [FromServices] ISender sender) =>","PermissionList.InventoryPermissions.View","InventoryPermissions.View","src/Modules/Inventory/Inventory/Warehouses/Features/Inventories/InventoryQueries/GetInventoriesByCompany/GetInventoriesByCompanyEndPoint.cs","8"
"Inventory","Inventory","Inventories","GetInventoryByWarehouseId","Workflow","GET","""/api/v1/inventory/inventories/{warehouseId:guid}"", async (Guid warehouseId, ISender sender) =>","","","src/Modules/Inventory/Inventory/Warehouses/Features/Inventories/zOld/GetInventoryByWarehouseId/GetInventoryByWarehouseIdEndPoint.cs","9"
"Inventory","Inventory","Inventories","ReleaseReservedQuantity","Workflow","POST","""/api/v1/inventory/inventories/release-quantity"", async (ReleaseReservedQuantityRequest request, ISender sender) =>","","","src/Modules/Inventory/Inventory/Warehouses/Features/Inventories/zOld/ReleaseReservedQuantity/ReleaseReservedQuantityEndPoint.cs","9"
"Inventory","Inventory","Inventories","RemoveBatch","Workflow","DELETE","""/api/inventory/inventories/{inventoryId:guid}/batches/{batchId:guid}"", async (Guid inventoryId, Guid batchId, ISender sender) =>","","","src/Modules/Inventory/Inventory/Warehouses/Features/Inventories/zOld/RemoveBatch/RemoveBatchEndPoint.cs","8"
"Inventory","Inventory","Inventories","ReserveFIFO","Workflow","POST","""/api/inventory/inventories/{inventoryId:guid}/reserve-fifo"", async (ReserveFIFORequest request, ISender sender) =>","","","src/Modules/Inventory/Inventory/Warehouses/Features/Inventories/zOld/ReserveFIFO/ReserveFIFOEndPoint.cs","9"
"Inventory","Inventory","Inventories","ReserveQuantity","Workflow","POST","""/api/v1/inventory/inventories/reserve-quantity"", async (ReserveQuantityRequest request, ISender sender) =>","","","src/Modules/Inventory/Inventory/Warehouses/Features/Inventories/zOld/ReserveQuantity/ReserveQuantityEndPoint.cs","9"
"Inventory","Inventory","Inventories","StockAdjustment","Workflow","POST","""/api/v1/inventory/inventories/StockAdjustment"", async (StockAdjustmentRequest request, ISender sender) =>","PermissionList.InventoryPermissions.Create, PermissionList.InventoryItemPermissions.Create","InventoryPermissions.Create","src/Modules/Inventory/Inventory/Warehouses/Features/Inventories/StockAdjustment/StockAdjustmentEndpoint.cs","10"
"Inventory","Inventory","Inventories","StockIn","Workflow","POST","""/api/v1/inventory/inventories/StockIn"", async (StockInRequest request, ISender sender) =>","PermissionList.InventoryPermissions.Create, PermissionList.InventoryItemPermissions.Create","InventoryPermissions.Create","src/Modules/Inventory/Inventory/Warehouses/Features/Inventories/StockIn/StockInEndpoint.cs","10"
"Inventory","Inventory","Inventories","StockOut","Workflow","POST","""/api/v1/inventory/inventories/StockOut"", async (StockOutRequest request, ISender sender) =>","PermissionList.InventoryPermissions.Edit, PermissionList.InventoryItemPermissions.Edit","InventoryPermissions.Edit","src/Modules/Inventory/Inventory/Warehouses/Features/Inventories/StockOut/StockOutEndpoint.cs","10"
"Inventory","Inventory","Inventories","StockRelease","Workflow","POST","""/api/v1/inventory/inventories/StockRelease"", async (StockReleaseRequest request, ISender sender) =>","PermissionList.InventoryPermissions.Edit, PermissionList.InventoryItemPermissions.Edit","InventoryPermissions.Edit","src/Modules/Inventory/Inventory/Warehouses/Features/Inventories/StockRelease/StockReleaseEndpoint.cs","10"
"Inventory","Inventory","Inventories","StockReservation","Workflow","POST","""/api/v1/inventory/inventories/StockReservation"", async (StockReservationRequest request, ISender sender) =>","PermissionList.InventoryPermissions.Edit, PermissionList.InventoryItemPermissions.Edit","InventoryPermissions.Edit","src/Modules/Inventory/Inventory/Warehouses/Features/Inventories/StockReservation/StockReservationEndpoint.cs","10"
"Inventory","Inventory","Warehouses","CreateWarehouse","Workflow","POST","""/api/v1/Inventory/warehouses"", async (CreateWarehouseRequest request, ISender sender) =>","PermissionList.WarehousePermissions.Create","WarehousePermissions.Create","src/Modules/Inventory/Inventory/Warehouses/Features/Warehouses/CreateWarehouse/CreateWarehouseEndPoint.cs","10"
"Inventory","Inventory","Warehouses","GetWarehouseById","Workflow","GET","""/api/v1/inventory/warehouses/{id:guid}"", async (Guid id,[FromServices] ISender sender) =>","PermissionList.WarehousePermissions.View","WarehousePermissions.View","src/Modules/Inventory/Inventory/Warehouses/Features/Warehouses/GetWarehouseById/GetWarehouseByIdEndPoint.cs","11"
"Inventory","Inventory","Warehouses","GetWarehouses","Workflow","GET","""/api/v1/inventory/warehouses/company/{companyId}"", async ([FromRoute]Guid companyId,[AsParameters] PaginationRequest paginationRequest, ISender sender) =>","PermissionList.WarehousePermissions.View","WarehousePermissions.View","src/Modules/Inventory/Inventory/Warehouses/Features/Warehouses/GetWarehouses/GetWarehousesEndPoint.cs","9"
"Inventory","Inventory","Warehouses","RemoveWarehouse","Workflow","DELETE","""/api/v1/inventory/warehouses/{id:guid}"", async ([FromRoute] Guid id, [FromServices] ISender sender) =>","PermissionList.WarehousePermissions.Delete","WarehousePermissions.Delete","src/Modules/Inventory/Inventory/Warehouses/Features/Warehouses/RemoveWarehouse/RemoveWarehouseEndPoint.cs","8"
"Inventory","Inventory","Warehouses","UpdateWarehouse","Workflow","PUT","""/api/v1/inventory/warehouses"", async (UpdateWarehouseRequest request, ISender sender) =>","PermissionList.WarehousePermissions.Edit","WarehousePermissions.Edit","src/Modules/Inventory/Inventory/Warehouses/Features/Warehouses/UpdateWarehouse/UpdateWarehouseEndpoint.cs","12"
"Orders","Sales, POS, and orders","AcceptOrderIntake","AcceptOrderIntake","Workflow","PUT","""/api/v1/orders/intakes/{id}/accept"", async (Guid id, ISender sender) =>","PermissionList.OrderIntakePermissions.Accept","OrderIntakePermissions.Accept","src/Modules/Orders/Orders/Orders/Features/AcceptOrderIntake/AcceptOrderIntakeEndpoint.cs","11"
"Orders","Sales, POS, and orders","GetOrderIntakeById","GetOrderIntakeById","Workflow","GET","""/api/v1/orders/intakes/{id}"", async (Guid id, ISender sender) =>","PermissionList.OrderIntakePermissions.View","OrderIntakePermissions.View","src/Modules/Orders/Orders/Orders/Features/GetOrderIntakeById/GetOrderIntakeByIdEndpoint.cs","9"
"Orders","Sales, POS, and orders","GetOrderIntakesByCompany","GetOrderIntakesByCompany","Workflow","GET","""/api/v1/orders/intakes/company/{companyId}"", async (Guid companyId, [AsParameters] PaginationRequest request, ISender sender) =>","PermissionList.OrderIntakePermissions.View","OrderIntakePermissions.View","src/Modules/Orders/Orders/Orders/Features/GetOrderIntakesByCompany/GetOrderIntakesByCompanyEndpoint.cs","9"
"Orders","Sales, POS, and orders","RejectOrderIntake","RejectOrderIntake","Workflow","PUT","""/api/v1/orders/intakes/{id}/reject"", async (Guid id, RejectOrderIntakeRequest request, ISender sender) =>","PermissionList.OrderIntakePermissions.Reject","OrderIntakePermissions.Reject","src/Modules/Orders/Orders/Orders/Features/RejectOrderIntake/RejectOrderIntakeEndpoint.cs","10"
"Orders","Sales, POS, and orders","SubmitOrderIntake","SubmitOrderIntake","Workflow","POST","""/api/v1/orders/intakes"", async (SubmitOrderIntakeRequest request, ISender sender) =>","PermissionList.OrderIntakePermissions.Create","OrderIntakePermissions.Create","src/Modules/Orders/Orders/Orders/Features/SubmitOrderIntake/SubmitOrderIntakeEndpoint.cs","12"
"Organization","Organization","Administrations","CreateAdministration","Workflow","POST","$""{Utils.ROUTE_PATTERN}/{Utils.AdministrationEndpoint}"", async (CreateAdministrationRequest request, ISender sender) =>","PermissionList.AdministrationPermissions.Create","AdministrationPermissions.Create","src/Modules/Organization/Organization/Organizations/Features/Administrations/CreateAdministration/CreateAdministrationEdnpoint.cs","10"
"Organization","Organization","Administrations","DeleteAdministration","Workflow","DELETE","$""{Utils.ROUTE_PATTERN}/{Utils.AdministrationEndpoint}"" + ""/{id:guid}"", async ([FromRoute] Guid id, ISender sender) =>","PermissionList.AdministrationPermissions.Delete","AdministrationPermissions.Delete","src/Modules/Organization/Organization/Organizations/Features/Administrations/DeleteAdministration/DeleteAdministrationEndpoint.cs","9"
"Organization","Organization","Administrations","GetAdministrationById","Workflow","GET","$""{Utils.ROUTE_PATTERN}/{Utils.AdministrationEndpoint}/"" + ""{id:guid}"", async ([FromRoute]Guid id, ISender sender) =>","PermissionList.AdministrationPermissions.View","AdministrationPermissions.View","src/Modules/Organization/Organization/Organizations/Features/Administrations/GetAdministrationById/GetAdministrationByIdEndpoint.cs","9"
"Organization","Organization","Administrations","GetAdministrations","Workflow","GET","$""{Utils.ROUTE_PATTERN}/{Utils.AdministrationEndpoint}"", async ([AsParameters] PaginationRequest request, [FromServices] ISender sender) =>","PermissionList.AdministrationPermissions.View","AdministrationPermissions.View","src/Modules/Organization/Organization/Organizations/Features/Administrations/GetAdministrations/GetAdministrationsEndpoint.cs","10"
"Organization","Organization","Administrations","GetAdministrationsByBranchId","Workflow","GET","$""{Utils.ROUTE_PATTERN}/{Utils.AdministrationEndpoint}""+""/BranchId/{branchId}"", async ([FromRoute]Guid branchId,[AsParameters] PaginationRequest request, [FromServices] ISender sender) =>","PermissionList.AdministrationPermissions.View","AdministrationPermissions.View","src/Modules/Organization/Organization/Organizations/Features/Administrations/GetAdministrationsByBranchId/GetAdministrationsByBranchIdEndpoint.cs","10"
"Organization","Organization","Administrations","UpdateAdministration","Workflow","PUT","$""{Utils.ROUTE_PATTERN}/{Utils.AdministrationEndpoint}"", async (UpdateAdministrationRequest request, ISender sender) =>","PermissionList.AdministrationPermissions.Edit","AdministrationPermissions.Edit","src/Modules/Organization/Organization/Organizations/Features/Administrations/UpdateAdministration/UpdateAdministrationEndpoint.cs","10"
"Organization","Organization","Branches","CreateBranch","Workflow","POST","$""{Utils.ROUTE_PATTERN}/{Utils.BranchEndpoint}"", async (CreateBranchRequest request, ISender sender) =>","PermissionList.BranchPermissions.Create","BranchPermissions.Create","src/Modules/Organization/Organization/Organizations/Features/Branches/CreateBranch/CreateBranchEndpoint.cs","10"
"Organization","Organization","Branches","DeleteBranch","Workflow","DELETE","$""{Utils.ROUTE_PATTERN}/{Utils.BranchEndpoint}/"" + ""{id:guid}"", async (Guid id, ISender sender) =>","PermissionList.BranchPermissions.Delete","BranchPermissions.Delete","src/Modules/Organization/Organization/Organizations/Features/Branches/DeleteBranch/DeleteBranchEndpoint.cs","8"
"Organization","Organization","Branches","GetBranchById","Workflow","GET","$""{Utils.ROUTE_PATTERN}/{Utils.BranchEndpoint}/"" + ""{id:guid}"", async (Guid id, ISender sender) =>","PermissionList.BranchPermissions.View","BranchPermissions.View","src/Modules/Organization/Organization/Organizations/Features/Branches/GetBranchById/GetBranchByIdEndpoint.cs","9"
"Organization","Organization","Branches","GetBranches","Workflow","GET","$""{Utils.ROUTE_PATTERN}/{Utils.BranchEndpoint}"", async ([AsParameters] PaginationRequest request, [FromServices] ISender sender) =>","PermissionList.BranchPermissions.View","BranchPermissions.View","src/Modules/Organization/Organization/Organizations/Features/Branches/GetBranches/GetBranchesEndpoint.cs","9"
"Organization","Organization","Branches","GetByCompanyId","Workflow","GET","$""{Utils.ROUTE_PATTERN}/{Utils.BranchEndpoint}/GetByCompanyId/"" + ""{companyId}"", async ([FromRoute] Guid companyId, [AsParameters] PaginationRequest request, ISender sender) =>","PermissionList.BranchPermissions.View","BranchPermissions.View","src/Modules/Organization/Organization/Organizations/Features/Branches/GetByCompanyId/GetByCompanyIdEndpoint.cs","9"
"Organization","Organization","Branches","UpdateBranch","Workflow","PUT","$""{Utils.ROUTE_PATTERN}/{Utils.BranchEndpoint}"", async (UpdateBranchRequest request, ISender sender) =>","PermissionList.BranchPermissions.Edit","BranchPermissions.Edit","src/Modules/Organization/Organization/Organizations/Features/Branches/UpdateBranch/UpdateBranchEndpoint.cs","10"
"Organization","Organization","Companies","CreateChildCompany","Workflow","POST","$""{Utils.ROUTE_PATTERN}/{Utils.CompanyEndpoint}/child-companies"", async (CreateChildCompanyRequest request, IHttpContextAccessor httpContextAccessor, ISender sender) =>","PermissionList.CompanyPermissions.CreateChild","CompanyPermissions.CreateChild","src/Modules/Organization/Organization/Organizations/Features/Companies/CreateChildCompany/CreateChildCompanyEndpoint.cs","12"
"Organization","Organization","Companies","CreateCompany","Workflow","POST","$""{Utils.ROUTE_PATTERN}/{Utils.CompanyEndpoint}"", async (CreateCompanyRequest request, ISender sender) =>","PermissionList.CompanyPermissions.Create","CompanyPermissions.Create","src/Modules/Organization/Organization/Organizations/Features/Companies/CreateCompany/CreateCompanyEndpoint.cs","11"
"Organization","Organization","Companies","DeleteCompany","Workflow","DELETE","$""{Utils.ROUTE_PATTERN}/{Utils.CompanyEndpoint}""+""{id}"", async ([FromRoute] Guid id, ISender sender) =>","PermissionList.CompanyPermissions.Delete","CompanyPermissions.Delete","src/Modules/Organization/Organization/Organizations/Features/Companies/DeleteCompany/DeleteCompanyEndpoint.cs","10"
"Organization","Organization","Companies","GetChildCompanies","Workflow","GET","$""{Utils.ROUTE_PATTERN}/{Utils.CompanyEndpoint}/child-companies"", async ([AsParameters] PaginationRequest request, [FromServices] ISender sender) =>","PermissionList.CompanyPermissions.ViewChild","CompanyPermissions.ViewChild","src/Modules/Organization/Organization/Organizations/Features/Companies/GetChildCompanies/GetChildCompaniesEndpoint.cs","9"
"Organization","Organization","Companies","GetCompanies","Workflow","GET","$""{Utils.ROUTE_PATTERN}/{Utils.CompanyEndpoint}"", async ([AsParameters]PaginationRequest request, ISender sender) =>","PermissionList.CompanyPermissions.View","CompanyPermissions.View","src/Modules/Organization/Organization/Organizations/Features/Companies/GetCompanies/GetCompaniesEndpoint.cs","12"
"Organization","Organization","Companies","GetCompanyById","Workflow","GET","$""{Utils.ROUTE_PATTERN}/{Utils.CompanyEndpoint}/"" + ""{id}"", async (Guid id, ISender sender) =>","PermissionList.CompanyPermissions.View","CompanyPermissions.View","src/Modules/Organization/Organization/Organizations/Features/Companies/GetCompanyById/GetCompanyByIdEndpoint.cs","9"
"Organization","Organization","Companies","ResetChildCompanyAdminPassword","Workflow","POST","$""{Utils.ROUTE_PATTERN}/{Utils.CompanyEndpoint}/child-companies/{{companyId:guid}}/admin/reset-password"", async ([FromRoute] Guid companyId, ResetChildCompanyAdminPasswordRequest request, ISender sender) =>","PermissionList.CompanyPermissions.ResetChildAdminPassword","CompanyPermissions.ResetChildAdminPassword","src/Modules/Organization/Organization/Organizations/Features/Companies/ResetChildCompanyAdminPassword/ResetChildCompanyAdminPasswordEndpoint.cs","10"
"Organization","Organization","Companies","SetChildCompanyStatus","Workflow","PATCH","$""{Utils.ROUTE_PATTERN}/{Utils.CompanyEndpoint}/child-companies/{{companyId:guid}}/status"", async ([FromRoute] Guid companyId, SetChildCompanyStatusRequest request, ISender sender) =>","PermissionList.CompanyPermissions.DisableChild","CompanyPermissions.DisableChild","src/Modules/Organization/Organization/Organizations/Features/Companies/SetChildCompanyStatus/SetChildCompanyStatusEndpoint.cs","10"
"Organization","Organization","Companies","UpdateChildCompany","Workflow","PUT","$""{Utils.ROUTE_PATTERN}/{Utils.CompanyEndpoint}/child-companies"", async (UpdateChildCompanyRequest request, ISender sender) =>","PermissionList.CompanyPermissions.EditChild","CompanyPermissions.EditChild","src/Modules/Organization/Organization/Organizations/Features/Companies/UpdateChildCompany/UpdateChildCompanyEndpoint.cs","10"
"Organization","Organization","Companies","UpdateCompany","Workflow","PUT","$""{Utils.ROUTE_PATTERN}/{Utils.CompanyEndpoint}"", async (UpdateCompanyRequest request, ISender sender) =>","PermissionList.CompanyPermissions.Edit","CompanyPermissions.Edit","src/Modules/Organization/Organization/Organizations/Features/Companies/UpdateCompany/UpdateCompanyEndpoint.cs","11"
"Organization","Organization","Departments","CreateDepartment","Workflow","POST","$""{Utils.ROUTE_PATTERN}/{Utils.DepartmentEndpoint}"", async (CreateDepartmentRequest request, ISender sender) =>","PermissionList.AdministrationPermissions.Create","AdministrationPermissions.Create","src/Modules/Organization/Organization/Organizations/Features/Departments/CreateDepartment/CreateDepartmentEndpoint.cs","10"
"Organization","Organization","Departments","DeleteDepartment","Workflow","DELETE","$""{Utils.ROUTE_PATTERN}/{Utils.DepartmentEndpoint}"" + ""/{id}"", async ([FromRoute] Guid id, [FromServices] ISender sender) =>","PermissionList.DepartmentPermissions.Delete","DepartmentPermissions.Delete","src/Modules/Organization/Organization/Organizations/Features/Departments/DeleteDepartment/DeleteDepartmentEndpoint.cs","9"
"Organization","Organization","Departments","GetDepartmentById","Workflow","GET","$""{Utils.ROUTE_PATTERN}/{Utils.DepartmentEndpoint}/"" + ""{id}"", async (Guid id, ISender sender) =>","PermissionList.DepartmentPermissions.View","DepartmentPermissions.View","src/Modules/Organization/Organization/Organizations/Features/Departments/GetDepartmentById/GetDepartmentByIdEndpoint.cs","10"
"Organization","Organization","Departments","GetDepartments","Workflow","GET","$""{Utils.ROUTE_PATTERN}/{Utils.DepartmentEndpoint}"", async ([AsParameters] PaginationRequest request, [FromServices] ISender sender) =>","PermissionList.DepartmentPermissions.View","DepartmentPermissions.View","src/Modules/Organization/Organization/Organizations/Features/Departments/GetDepartments/GetDepartmentsEndpoint.cs","10"
"Organization","Organization","Departments","GetDepartmentsByAdministrationId","View/List","GET","$""{Utils.ROUTE_PATTERN}/{Utils.DepartmentEndpoint}"" + ""/getByAdministrationId/{administrationId:guid}"",","PermissionList.DepartmentPermissions.View","DepartmentPermissions.View","src/Modules/Organization/Organization/Organizations/Features/Departments/GetDepartmentsByAdministrationId/GetDepartmentsByAdministrationIdEndpoint.cs","10"
"Organization","Organization","Departments","UpdateDepartment","Workflow","PUT","$""{Utils.ROUTE_PATTERN}/{Utils.DepartmentEndpoint}"", async (UpdateDepartmentRequest request, ISender sender) =>","PermissionList.DepartmentPermissions.Edit","DepartmentPermissions.Edit","src/Modules/Organization/Organization/Organizations/Features/Departments/UpdateDepartment/UpdateDepartmentEndpoint.cs","11"
"PayrollModule","Payroll","Components","CreateComponent","Workflow","POST","""/api/v1/payroll/components"", async (CreateComponentRequest request, ISender sender) =>","PermissionList.PayrollContractPermissions.Create","PayrollContractPermissions.Create","src/Modules/PayrollModule/Payroll/Salaries/Features/Components/CreateComponent/CreateComponentEndpoint.cs","10"
"PayrollModule","Payroll","Components","DeleteComponent","Workflow","DELETE","""/api/v1/payroll/components/{id}"", async (Guid id, ISender sender) =>","PermissionList.PayrollContractPermissions.Delete","PayrollContractPermissions.Delete","src/Modules/PayrollModule/Payroll/Salaries/Features/Components/DeleteComponent/DeleteComponentEndpoint.cs","9"
"PayrollModule","Payroll","Components","GetComponentsByCompany","View/List","GET","""/api/v1/payroll/components/company/{companyId}"",","PermissionList.PayrollContractPermissions.View","PayrollContractPermissions.View","src/Modules/PayrollModule/Payroll/Salaries/Features/Components/GetComponentsByCompany/GetComponentsByCompanyEndpoint.cs","9"
"PayrollModule","Payroll","Components","UpdateComponent","Workflow","PUT","""/api/v1/payroll/components/{id}"", async (Guid id, UpdateComponentRequest request, ISender sender) =>","PermissionList.PayrollContractPermissions.Edit","PayrollContractPermissions.Edit","src/Modules/PayrollModule/Payroll/Salaries/Features/Components/UpdateComponent/UpdateComponentEndpoint.cs","10"
